reporting_year,section,subsection,question_index,upper_question_text,question_text,additional_question_info_1,additional_question_info_2,response_type,response
2023-24,Flexible work,Flexible Working,FW.Str.Cl.Y,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,The organisation’s approach to flexibility is integrated into client conversations
2023-24,Flexible work,Flexible Working,FW.Flx.Y.DAB.FLX,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,"Flexible work offerings are available to all employees, with a default approval bias (all roles flex approach)"
2023-24,Flexible work,Flexible Working,FW.Str.Es.Y,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Employees are surveyed on whether they have sufficient flexibility
2023-24,Flexible work,Flexible Working,FW.Str.Etr.Y,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Employee training on flexible working and remote/hybrid teams is provided throughout the organisation
2023-24,Flexible work,Flexible Working,FW.Str.Ev.Y,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,"The impact of flexibility is evaluated (e.g. reduced absenteeism, increased employee engagement)"
2023-24,Flexible work,Flexible Working,FW.Flx.Y.JoB.Shar.FLX,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,The ability to job-share is incorporated into job design and advertising of new roles
2023-24,Flexible work,Flexible Working,FW.Str.Lrol.Y,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Leaders are visible role models of flexible working
2023-24,Flexible work,Flexible Working,FW.Str.MTrFlc.Y,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Manager training on flexible working and remote/hybrid teams is provided throughout the organisation
2023-24,Flexible work,Flexible Working,FW.Flx.Y.Man.TRAIN.FLX,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Manager training on flexible working and remote/hybrid teams is provided throughout the organisation
2023-24,Flexible work,Flexible Working,FW.Str.KMP.Y,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,"Metrics on the use of, and/or the impact of, flexibility measures are reported to key management personnel"
2023-24,Flexible work,Flexible Working,FW.Str.GB.Y,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,"Metrics on the use of, and/or the impact of, flexibility measures are reported to the governing body"
2023-24,Flexible work,Flexible Working,FW.Str.Fprom.Y,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Flexible working is promoted throughout the organisation
2023-24,Flexible work,Flexible Working,FW.Flx.Y.Oth.FLX,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Other
2023-24,Flexible work,Flexible Working,FW.Flx.Y.Pol,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Policy
2023-24,Flexible work,Flexible Working,FW.Flx.Y.Prox.bias.FLX,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Managers receive support to conduct performance evaluations that are not influenced by the work location of the employee (proximity bias)
2023-24,Flexible work,Flexible Working,FW.Flx.Y.Strat,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Strategy
2023-24,Flexible work,Flexible Working,FW.Str.Ftar.Y,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Targets have been set for engagement in flexible work
2023-24,Flexible work,Flexible Working,FW.Str.TarM.Y,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Targets have been set for men’s engagement in flexible work
2023-24,Flexible work,Flexible Working,FW.Str.Tm.Y,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Team-based training on flexible working is provided throughout the organisation
2023-24,Flexible work,Flexible Working,FW.Str.Bcas.Y,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,A business case for flexibility has been established and endorsed at the leadership level
2023-24,Flexible work,Flexible Working,FW.Str.LAcFlx.Y,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Leaders are held accountable for improving workplace flexibility
2023-24,Flexible work,Flexible Working,FW.Flx.Y.mEEt.TEAm.FLX,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,All team meetings are offered online
2023-24,Flexible work,Flexible Working,FW.Flx.Y.man.pos.FLX,3.1 Do you have a formal policy and/or formal strategy on flexible working arrangements?,3.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Management positions are designed as part-time
2023-24,Flexible work,Flexible Working,FW.FlxOpt.FW.NMIO,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,3.2 Do you offer any of the following flexible working options to MANAGERS and/or NON-MANAGERS in your workplace?,NA,Non-manager - informal,Option,Flexible hours of work
2023-24,Workplace overview,Governing Body,GB.GB.Ch.F.FCh,1.4d How many members are in the governing body and who holds the predominant Chair position?,1.4d How many members are in the governing body and who holds the predominant Chair position?,NA,Female Chair,Numeric,NA
2023-24,Workplace overview,Governing Body,GB.GB.Ch.M.MCh,1.4d How many members are in the governing body and who holds the predominant Chair position?,1.4d How many members are in the governing body and who holds the predominant Chair position?,NA,Male Chair,Numeric,NA
2023-24,Workplace overview,Governing Body,GB.GB.Ch.NB.NBCh,1.4d How many members are in the governing body and who holds the predominant Chair position?,1.4d How many members are in the governing body and who holds the predominant Chair position?,NA,Non-Binary Chair,Numeric,NA
2023-24,Workplace overview,Governing Body,GB.GB.Mem.F.FCh,1.4d How many members are in the governing body and who holds the predominant Chair position?,1.4d How many members are in the governing body and who holds the predominant Chair position?,NA,Female Member,Numeric,NA
2023-24,Workplace overview,Governing Body,GB.GB.Mem.M.MCh,1.4d How many members are in the governing body and who holds the predominant Chair position?,1.4d How many members are in the governing body and who holds the predominant Chair position?,NA,Male Member,Numeric,NA
2023-24,Workplace overview,Governing Body,GB.GB.Mem.NB.NBCh,1.4d How many members are in the governing body and who holds the predominant Chair position?,1.4d How many members are in the governing body and who holds the predominant Chair position?,NA,Non-Binary Member,Numeric,NA
2023-24,Workplace overview,Governing Body,GB.LTCM.N,1.4f Does this organisation’s governing body have limits on the terms of its Chair and/or Members?,1.4f Does this organisation’s governing body have limits on the terms of its Chair and/or Members?,NA,NA,Option,No
2023-24,Workplace overview,Governing Body,GB.LTCM.Y,1.4f Does this organisation’s governing body have limits on the terms of its Chair and/or Members?,1.4f Does this organisation’s governing body have limits on the terms of its Chair and/or Members?,NA,NA,Option,Yes
2023-24,Workplace overview,Governing Body,GB.LTCM.Y.CL,1.4f Does this organisation’s governing body have limits on the terms of its Chair and/or Members?,1.4f Does this organisation’s governing body have limits on the terms of its Chair and/or Members?,NA,Chair,Numeric,NA
2023-24,Workplace overview,Governing Body,GB.LTCM.Y.ML,1.4f Does this organisation’s governing body have limits on the terms of its Chair and/or Members?,1.4f Does this organisation’s governing body have limits on the terms of its Chair and/or Members?,NA,Member,Numeric,NA
2023-24,Workplace overview,Governing Body,GB.PS.N,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,NA,NA,Option,No
2023-24,Workplace overview,Governing Body,GB.Sel.N,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,NA,NA,Option,No
2023-24,Workplace overview,Governing Body,GB.PS.N.Dev,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,NA,NA,Option,Currently under development
2023-24,Workplace overview,Governing Body,GB.Sel.N.Dev,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,NA,NA,Option,Currently under development
2023-24,Workplace overview,Governing Body,GB.Sel.N.Dev.Date,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,NA,NA,Date,NA
2023-24,Workplace overview,Governing Body,GB.Sel.N.Ncon,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,NA,NA,Option,Do not have control over governing body/appointments
2023-24,Workplace overview,Governing Body,GB.Sel.N.Ncon,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,NA,NA,Option,Do not have control over governing body/appointments
2023-24,Workplace overview,Governing Body,GB.PS.N.Oth,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,NA,NA,Option,Other
2023-24,Workplace overview,Governing Body,GB.Sel.N.Oth,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,NA,NA,Option,Other
2023-24,Workplace overview,Governing Body,GB.PS.Y,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,NA,NA,Option,Yes
2023-24,Workplace overview,Governing Body,GB.Sel.Y,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,NA,NA,Option,Yes
2023-24,Workplace overview,Governing Body,GB.Sel.Y.Bro,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e.1 Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Broad advertisement of governing body positions
2023-24,Workplace overview,Governing Body,GB.Sel.Y.Gen,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e.1 Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Gender and other aspects of diversity
2023-24,Workplace overview,Governing Body,GB.Sel.Y.GenD,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e.1 Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Gender diversity on candidate shortlists
2023-24,Workplace overview,Governing Body,GB.Sel.Y.NA,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e.1 Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,NA
2023-24,Workplace overview,Governing Body,GB.PS.Y.P,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e.1 Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Policy
2023-24,Workplace overview,Governing Body,GB.Sel.Y.Pol,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e.1 Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Policy
2023-24,Workplace overview,Governing Body,GB.Sel.Y.Sel,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e.1 Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Selection process for governing body members
2023-24,Workplace overview,Governing Body,GB.PS.Y.S,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e.1 Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Strategy
2023-24,Workplace overview,Governing Body,GB.Sel.Y.Strat,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e.1 Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Strategy
2023-24,Workplace overview,Governing Body,GB.Sel.Y.Suc,1.4e Do you have formal policies and/or formal strategies in place to support and achieve gender equality in this organisation’s governing body?,1.4e.1 Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Succession planning for the governing body
2023-24,Workplace overview,Governing Body,GB.Targ.N,1.4g Has a target been set to increase the representation of women on this governing body?,1.4g Has a target been set to increase the representation of women on this governing body?,NA,NA,Option,No
2023-24,Workplace overview,Governing Body,GB.Targ.N.Dev,1.4g Has a target been set to increase the representation of women on this governing body?,1.4g Has a target been set to increase the representation of women on this governing body?,NA,NA,Option,Currently under development
2023-24,Workplace overview,Governing Body,GB.Targ.N.Dev.Date,1.4g Has a target been set to increase the representation of women on this governing body?,1.4g Has a target been set to increase the representation of women on this governing body?,NA,NA,Date,NA
2023-24,Workplace overview,Governing Body,GB.Targ.N.Oth,1.4g Has a target been set to increase the representation of women on this governing body?,1.4g Has a target been set to increase the representation of women on this governing body?,NA,NA,Option,Other
2023-24,Workplace overview,Governing Body,GB.Targ.Y,1.4g Has a target been set to increase the representation of women on this governing body?,1.4g Has a target been set to increase the representation of women on this governing body?,NA,NA,Option,Yes
2023-24,Workplace overview,Governing Body,GB.Targ.Y.TYr,1.4g Has a target been set to increase the representation of women on this governing body?,1.4g.2 What year is the target to be reached (select the last day of the target year)?,NA,NA,Date,NA
2023-24,Workplace overview,Governing Body,GB.Targ.Y.Tper,1.4g Has a target been set to increase the representation of women on this governing body?,1.4g.1 What is the percentage (%) target?,NA,NA,Numeric,NA
2023-24,Workplace overview,Governing Body,GB.Typ.BD,1.4c What type of governing body does this organisation have?,1.4c What type of governing body does this organisation have?,NA,NA,Option,Board of Directors
2023-24,Workplace overview,Governing Body,GB.Typ.BP,1.4c What type of governing body does this organisation have?,1.4c What type of governing body does this organisation have?,NA,NA,Option,Board / committee of partners
2023-24,Workplace overview,Governing Body,GB.Typ.BT,1.4c What type of governing body does this organisation have?,1.4c What type of governing body does this organisation have?,NA,NA,Option,Board of Trustees
2023-24,Workplace overview,Governing Body,GB.Typ.C,1.4c What type of governing body does this organisation have?,1.4c What type of governing body does this organisation have?,NA,NA,Option,Council
2023-24,Workplace overview,Governing Body,GB.Typ.MC,1.4c What type of governing body does this organisation have?,1.4c What type of governing body does this organisation have?,NA,NA,Option,Management committee
2023-24,Workplace overview,Governing Body,GB.Typ.Other,1.4c What type of governing body does this organisation have?,1.4c What type of governing body does this organisation have?,NA,NA,Option,Other governing body/authority
2023-24,Action on gender equality,Gender Pay Gap,GPG.Rem.N,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,NA,NA,Option,No
2023-24,Action on gender equality,Gender Pay Gap,GPG.Rem.N.Dev,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,NA,NA,Option,Currently under development
2023-24,Action on gender equality,Gender Pay Gap,GPG.Rem.N.Dev.Date,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,NA,NA,Date,NA
2023-24,Action on gender equality,Gender Pay Gap,GPG.Rem.N.Oth,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,NA,NA,Option,Other
2023-24,Action on gender equality,Gender Pay Gap,GPG.Rem.Y,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,NA,NA,Option,Yes
2023-24,Action on gender equality,Gender Pay Gap,GPG.Rem.Y.Pol,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,NA,NA,Option,Policy
2023-24,Action on gender equality,Gender Pay Gap,GPG.Rem.Y.Strat,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,NA,NA,Option,Strategy
2023-24,Action on gender equality,Gender Pay Gap,GPG.Rem.Y.incl.GPG,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,2.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,To close the gender pay gap
2023-24,Action on gender equality,Gender Pay Gap,GPG.PEq.Y.ManAcc,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,2.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,To ensure managers are held accountable for pay equity outcomes
2023-24,Action on gender equality,Gender Pay Gap,GPG.PEq.Y.Nbias,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,2.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,"To ensure no gender bias occurs at any point in the remuneration review process (for example at commencement, at annual salary reviews, out-of-cycle pay reviews, and performance reviews)"
2023-24,Action on gender equality,Gender Pay Gap,GPG.PEq.Y.Oth,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,2.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Other (provide details)
2023-24,Action on gender equality,Gender Pay Gap,GPG.PEq.Y.PEq,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,2.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,To achieve gender pay equity
2023-24,Action on gender equality,Gender Pay Gap,GPG.PEq.Y.TranProc,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,2.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,To implement and/or maintain a transparent and rigorous performance assessment process
2023-24,Action on gender equality,Gender Pay Gap,GPG.PEq.Y.TranSal,2.1 Do you have formal policies and/or formal strategies on equal remuneration (pay equity and the gender pay gap) between women and men?,2.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,To be transparent about pay scales and/or salary bands
2023-24,Employee support,Paid Parental Leave,PPL.Opt.N,4.2 Does your organisation have an opt out approach to parental leave?,4.2 Does your organisation have an opt out approach to parental leave?,NA,NA,Option,No
2023-24,Employee support,Paid Parental Leave,PPL.Opt.Y,4.2 Does your organisation have an opt out approach to parental leave?,4.2 Does your organisation have an opt out approach to parental leave?,NA,NA,Option,Yes
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.N,4.1 Do you provide employer-funded paid parental leave in addition to any government-funded parental leave scheme?,4.1 Do you provide employer-funded paid parental leave in addition to any government-funded parental leave scheme?,NA,NA,Option,No
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.N.Dev,4.1 Do you provide employer-funded paid parental leave in addition to any government-funded parental leave scheme?,4.1 Do you provide employer-funded paid parental leave in addition to any government-funded parental leave scheme?,NA,NA,Option,Currently under development
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.N.Dev.Date,4.1 Do you provide employer-funded paid parental leave in addition to any government-funded parental leave scheme?,4.1 Do you provide employer-funded paid parental leave in addition to any government-funded parental leave scheme?,NA,NA,Date,NA
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.N.Oth,4.1 Do you provide employer-funded paid parental leave in addition to any government-funded parental leave scheme?,4.1 Do you provide employer-funded paid parental leave in addition to any government-funded parental leave scheme?,NA,NA,Option,Other
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW,4.1 Do you provide employer-funded paid parental leave in addition to any government-funded parental leave scheme?,4.1 Do you provide employer-funded paid parental leave in addition to any government-funded parental leave scheme?,NA,Primary/secondary carer,Option,Yes - using primary/secondary carer definition
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.N,4.1.2 Do you provide employer-funded paid parental leave for primary carers in addition to any government-funded parental leave scheme?,4.1.2 Do you provide employer-funded paid parental leave for primary carers in addition to any government-funded parental leave scheme?,Provides employer-funded paid parental leave for carers in addition to the government-funded parental leave scheme,Primary Carer,Option,No
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.N.Dev,4.1.2 Do you provide employer-funded paid parental leave for primary carers in addition to any government-funded parental leave scheme?,4.1.2 Do you provide employer-funded paid parental leave for primary carers in addition to any government-funded parental leave scheme?,Provides employer-funded paid parental leave for carers in addition to the government-funded parental leave scheme,Primary Carer,Option,Currently under development
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.N.Dev.Date,4.1.2 Do you provide employer-funded paid parental leave for primary carers in addition to any government-funded parental leave scheme?,4.1.2 Do you provide employer-funded paid parental leave for primary carers in addition to any government-funded parental leave scheme?,Provides employer-funded paid parental leave for carers in addition to the government-funded parental leave scheme,Primary Carer,Date,NA
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.N.Oth,4.1.2 Do you provide employer-funded paid parental leave for primary carers in addition to any government-funded parental leave scheme?,4.1.2 Do you provide employer-funded paid parental leave for primary carers in addition to any government-funded parental leave scheme?,Provides employer-funded paid parental leave for carers in addition to the government-funded parental leave scheme,Primary Carer,Option,Other
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y,4.1.2 Do you provide employer-funded paid parental leave for primary carers in addition to any government-funded parental leave scheme?,4.1.2 Do you provide employer-funded paid parental leave for primary carers in addition to any government-funded parental leave scheme?,Provides employer-funded paid parental leave for carers in addition to the government-funded parental leave scheme,Primary Carer,Option,Yes
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.Avl.All,4.1.2a Please indicate whether your employer-funded paid parental leave for primary carers is available to,4.1.2a Please indicate whether your employer-funded paid parental leave for primary carers is available to,Employer-funded paid parental leave is available to,Primary Carer,Option,"All, regardless of gender"
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.Avl.Men,4.1.2a Please indicate whether your employer-funded paid parental leave for primary carers is available to,4.1.2a Please indicate whether your employer-funded paid parental leave for primary carers is available to,Employer-funded paid parental leave is available to,Primary Carer,Option,Men only
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.Avl.Wom,4.1.2a Please indicate whether your employer-funded paid parental leave for primary carers is available to,4.1.2a Please indicate whether your employer-funded paid parental leave for primary carers is available to,Employer-funded paid parental leave is available to,Primary Carer,Option,Women only
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.Pay.Full,4.1.2c How do you pay employer-funded paid parental leave to primary carers?,4.1.2c How do you pay employer-funded paid parental leave to primary carers?,Employer-funded paid parental leave is paid by,Primary Carer,Option,Paying the employee's full salary
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.PrAcs.Cas,4.1.2f Who has access to this type of employer-funded paid primary carers leave?,4.1.2f Who has access to this type of employer-funded paid primary carers leave?,Employees employer-funded paid carers leave is available to,Primary Carer,Option,Casual employees
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.PrAcs.Con,4.1.2f Who has access to this type of employer-funded paid primary carers leave?,4.1.2f Who has access to this type of employer-funded paid primary carers leave?,Employees employer-funded paid carers leave is available to,Primary Carer,Option,Contract/fixed term employees
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.PrAcs.Oth,4.1.2f Who has access to this type of employer-funded paid primary carers leave?,4.1.2f Who has access to this type of employer-funded paid primary carers leave?,Employees employer-funded paid carers leave is available to,Primary Carer,Option,Other
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.PrAcs.Per,4.1.2f Who has access to this type of employer-funded paid primary carers leave?,4.1.2f Who has access to this type of employer-funded paid primary carers leave?,Employees employer-funded paid carers leave is available to,Primary Carer,Option,Permanent employees
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.PrAcs.QP.N,4.1.2g Do you require primary carers to work for the organisation for a certain amount of time (a qualifying period) before they can access employer -  funded parental leave?,4.1.2g Do you require primary carers to work for the organisation for a certain amount of time (a qualifying period) before they can access employer -  funded parental leave?,Qualitfying period to access employer-funded parental leave,Primary Carer,Option,No
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.PrAcs.QP.Y,4.1.2g Do you require primary carers to work for the organisation for a certain amount of time (a qualifying period) before they can access employer -  funded parental leave?,4.1.2g Do you require primary carers to work for the organisation for a certain amount of time (a qualifying period) before they can access employer -  funded parental leave?,Qualitfying period to access employer-funded parental leave,Primary Carer,Option,Yes
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.PrAcs.QP.Y.No.Dets,4.1.2g Do you require primary carers to work for the organisation for a certain amount of time (a qualifying period) before they can access employer -  funded parental leave?,4.1.2g.1 How long is the qualifying period (in months)?,Qualifying period for employer-funded paid parental leave,Primary Carer,Numeric,NA
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.PrAcs.TP.N,"4.1.2h Do you require primary carers to take employer- funded paid parental leave within a certain time after the birth, adoption, surrogacy and/or stillbirth?","4.1.2h Do you require primary carers to take employer- funded paid parental leave within a certain time after the birth, adoption, surrogacy and/or stillbirth?",Specific time frame to take employer-funded paid parental leave,Primary Carer,Option,No
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.PrAcs.TP.Y,"4.1.2h Do you require primary carers to take employer- funded paid parental leave within a certain time after the birth, adoption, surrogacy and/or stillbirth?","4.1.2h Do you require primary carers to take employer- funded paid parental leave within a certain time after the birth, adoption, surrogacy and/or stillbirth?",Specific time frame to take employer-funded paid parental leave,Primary Carer,Option,Yes
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.PrAcs.TP.Y.12m,"4.1.2h Do you require primary carers to take employer- funded paid parental leave within a certain time after the birth, adoption, surrogacy and/or stillbirth?",4.1.2h.1 Time period for carers to take employer funded leave,Period to take employer-funded paid parental leave,Primary Carer,Option,Within 12 months
